Opportunity Title,Opportunity Description,Application Link,Source,Sponsor Status,Name,Last Modified,Created time,Active,sponsorName,sponsorUrl,sponsorIndustry,sponsorBio,sponsorSite,skills,type,category,featured,private,job_description,Location,Deadline,Job Type,Min Salary,Max Salary,Estimated Time to Complete,Token Amount,Token Name,1st Prize,2nd Prize,3rd Prize,Removed Sponsor?,Closed Time Stamp
Senior DevOps Engineer Web3 (Part-Time/Contract),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/2257BA7F2A,Getro,Unassigned,Aldrin - Senior DevOps Engineer Web3 (Part-Time/Contract),2023-01-07T07:51:23.000Z,2022-10-21T18:30:23.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Blockchain Dev', 'Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",United Kingdom,,,,,,,,,,,,
"Tech Lead (Node.js, Golang, Rust Developer) Web3","Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/F32C00E586,Getro,Unassigned,"Aldrin - Tech Lead (Node.js, Golang, Rust Developer) Web3",2023-01-07T07:51:23.000Z,2022-11-28T15:30:21.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Blockchain Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","New York, NY, USA",,,,,,,,,,,,
Technical Animator,"Nyan Heroes is a F2P Play-And-Earn Battle Royale built on the Solana blockchain.
",https://www.linkedin.com/jobs/view/3420241694/,Getro,,Nyan Heroes - Technical Animator,2023-01-25T05:30:27.000Z,2023-01-25T05:30:27.000Z,Yes,Nyan Heroes,https://v5.airtableusercontent.com/v1/15/15/1676152800000/ILhHGXdCoqrjR_1erNde6Q/Y54K32rh9VKMU2joVFLZI-oLtbPbt_ZklXDJRpRAPhokFsQ4D67sfedZIOgcx8jihsmjzJi116XdWftzRkCuXkdFyPXHspOUabYHrFQ8dQo/tZs3vCtaE74bN7NVFC5x9VOD_p_J7WOg1HChZDln8_w,Gaming,Nyan Heroes is a F2P Play-And-Earn Battle Royale built on the Solana blockchain.,https://nyanheroes.com/,['Back-End Dev'],Jobs,Jobs,False,False,"



 















Nyan Heroes hiring Technical Animator in European Union | LinkedIn























 



      Skip to main content
    




LinkedIn







              Technical Animator in Karachi Division
 
Expand search










                  Jobs
                



                  People
                



                  Learning
                












Dismiss






Dismiss
















 





Dismiss









 





Dismiss















Dismiss















      Join now
    

        Sign in
      





 










Technical Animator

Nyan Heroes
European Union



        Apply
      









Technical Animator






                Nyan Heroes
              


              European Union
            



        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 month ago
  
      

          29 applicants
        








            See who Nyan Heroes has hired for this role
          





        Apply
      

            Save
          
 





Save job



 














        Save this job with your existing LinkedIn profile, or create a new one.
      
          

            
        Your job seeking activity is only visible to you.
      
          



          Email
        










            Continue
          




        Welcome back
      

          
          
        Sign in to save Technical Animator at Nyan Heroes.
      
        
        
















          Email or phone
        









          Password
        


Show





 

Forgot password?



          Sign in
        





 





 











                      Report this company
                    
    
 






Report



 


          Report




Back
Submit














 

 












Make your positive impact on the future of gamingThe gaming industry is changing at lightning speed. From the growth of free-to-play and battle royale games to the arrival of play-to-earn games and GameFi, the industry is evolving at a rapid pace. Nyan Heroes is at the forefront of this evolution focused on building a AAA battle royale game that is launching its alpha late 2023. To further involve and empower players fairly in every aspect of the game and economy, Nyan Heroes will be leveraging the benefits of the blockchain while also positioning itself as the benchmark for fair, sustainable game development in this space. We aim to lead the advancement of the GameFi industry technologically, ethically, and inspirationally.About the RoleR&D character animation features to achieve the look and personality defined in the creative vision.Work with a cross-disciplinary team to create and enhance Animation systems to balance the performance and behaviour requirements for the game.Take responsibility of the animation assets within the Unreal Project.Prioritise, plan, and manage the implementation of animations in collaboration with Producers and Team Leads.About YouExperience with Unreal Engine and BlueprintsScripting/programming languages such as Python/C++/C#/ is desirable.2+ years of experience in the games industry as a Technical AnimatorSolid skills with either 3ds Max or MayaThorough knowledge of Animation Graphs, Blend Trees and State Machines implementation and maintenance.Knowledge of animation principles and the processes involved in creating them.FAQs· Location: From anywhere in the world. We are globally remote.· Equity/tokens available: Yes· Start date: ASAP About Nyan HeroesNyan Heroes is a AAA F2P play-and-earn third person shooter (TPS) that will first be deployed on the PC. In Nyan Heroes, you play as a Nyan cat piloting a Guardian Mech set in a futuristic world where elements of fantasy and science fiction intertwine. Our goal is to create a rich gaming experience, backed by a fair, sustainable in-game economy, that players deeply enjoy, regardless of skill or investment. We’ve chosen to build on the Solana blockchain because it is a carbon-neutral blockchain and can support all of Nyan Heroes on-chain activities with minimal impact to our planet.Nyan Heroes' talented team is currently composed of 45+ individuals from gaming, new media, and web3. Our heroes already have previous experience in building global communities and launching crypto native projects. More than two-thirds of our team comes from AAA game studios including Ubisoft, Crystal Dynamics, EA, 2K, Riot, and more. We are proud to have one of the most experienced design, art, and development teams in the play-to-earn ecosystem.In addition to reshaping the future of gaming, we are committed to creating the top gaming studio culture, founded on kindness. Nyan Heroes has a positive, diverse, and healthy remote work environment that supports everyone.


        Show more

        


        Show less

        






            Seniority level
          

            Mid-Senior level
          



          Employment type
        

          Full-time
        



            Job function
          

            Art/Creative
          



            Industries
          

          Computer Games
          
















Referrals increase your chances of interviewing at Nyan Heroes by 2x

              See who you know
            




 



Get notified about new Technical Animator jobs in European Union.

          Sign in to create job alert
        




 














          Looking for a job?
        

          Visit the Career Advice Hub to see tips on interviewing and resume writing.
        

          View Career Advice Hub
        












LinkedIn

© 2023



          
          About
        
        



          
          Accessibility
        
        



          
          User Agreement
        
        



          
          Privacy Policy
        
        




          
          Cookie Policy
        
        



          
          Copyright Policy
        
        



          
          Brand Policy
        
        



          
            Guest Controls
          
        



          
          Community Guidelines
        
        









                العربية (Arabic)
            




                Čeština (Czech)
            




                Dansk (Danish)
            




                Deutsch (German)
            




English (English)





                Español (Spanish)
            




                Français (French)
            




                हिंदी (Hindi)
            




                Bahasa Indonesia (Bahasa Indonesia)
            




                Italiano (Italian)
            




                日本語 (Japanese)
            




                한국어 (Korean)
            




                Bahasa Malaysia (Malay)
            




                Nederlands (Dutch)
            




                Norsk (Norwegian)
            




                Polski (Polish)
            




                Português (Portuguese)
            




                Română (Romanian)
            




                Русский (Russian)
            




                Svenska (Swedish)
            




                ภาษาไทย (Thai)
            




                Tagalog (Tagalog)
            




                Türkçe (Turkish)
            




                Українська (Ukrainian)
            




                简体中文 (Chinese (Simplified))
            




                正體中文 (Chinese (Traditional))
            




            Language
          





 
 





Create job alert



 



Get email updates for new Technical Animator jobs in European Union




Dismiss












 


          By creating this job alert, you agree to the LinkedIn User Agreement and Privacy Policy. You can unsubscribe from these emails at any time.
        






Sign in to create more





          Create job alert
        






          Your job alert is set
        

          Click the link in the email we sent to  to verify your email address and activate your job alert.
        



          Done
        




        Welcome back
      

          
        Sign in to create your job alert for Technical Animator jobs in European Union.
      
        
















          Email or phone
        









          Password
        


Show





 

Forgot password?



          Sign in
        




 





You’re signed out
Sign in for the full experience.

        Sign in
      
 
          Join now
        





































",Remote,,,,,,,,,,,,
"Technical Program Manager, Information Security/Audits","Oracle network for powering trust-minimized applications across Web2 and Web3
",https://jobs.lever.co/chainlink/df48cf2e-2513-4231-974a-3880245804c4,Getro,,"Chainlink - Technical Program Manager, Information Security/Audits",2023-01-25T10:30:24.000Z,2023-01-25T10:30:24.000Z,Yes,Chainlink,https://v5.airtableusercontent.com/v1/15/15/1676152800000/I9rNgYVqQ8h62LkU0VTvvA/RTrtcVJafHBehhFIyNz7E6hEXRIEk9KXW8OKFwqh2awggjBfRB8923LTPXNfD4zSnQO-9kfQxZMV6tz_l-QRrgPNihZZ_2IFQx3LMAvThQE/uLh5GjaaRsMv3b6y44lQndlZaAx9V6I8bFovIhS823U,Infrastructure,Oracle network for powering trust-minimized applications across Web2 and Web3,https://chain.link/,"['Back-End Dev', 'Other']",Jobs,Jobs,False,False,"Chainlink Labs - Technical Program Manager, Information Security/AuditsTechnical Program Manager, Information Security/AuditsUnited States / Remote /Security /Remote - Full-time/ RemoteApply for this jobWe’re looking for an Information Security Technical Program Manager who is a detail-oriented, organized, and creative problem solver to manage strategic application security projects for Chainlink. In this role you will oversee and coordinate the audit and code assessment process with third-party vendors and internal employees, relating to contract and relationship components, external audit requirements, and project requests.  Please note: This is not a compliance/security assurance position.In addition, you will work with cross-functional stakeholders to align priorities, develop processes, and own status updates and program reviews to ensure stakeholder alignment, guaranteeing their success through the use of our services.Your ImpactResponsible for coordinating third-party audits and seeing through subsequent vulnerability remediationPartner with third-party vendors to ensure operational alignmentWork with internal stakeholders and vendors to identify bottlenecks and drive solutionsMonitor vendor performance to ensure compliance with Chainlink Lab’s policiesBreak down complex business requirements into manageable tasks, interface with multiple teams, and successfully deliver technical solutions on timeFacilitate cross-team communications, and serve as the POC regarding Information Security program statuses, schedules, scope updates, and progress toward target outcomes (i.e., key results)Hold delivering third parties and engineers accountable to deliver on timeBuild dashboards, metrics, and Gantt charts for Information SecurityEstablish strong relationships with third-party auditors and internal teamsLead efforts to identify risks, resolve key project conflicts, and establish appropriate resolution pathsTrack progress and provide updates on program statuses to all levels of stakeholdersOwn the planning, execution, and delivery of projects across Information SecurityRequirementsExperience working with Security related projects, vulnerability management, incident response, SSDLCExperience with owning third-party vendor relationships6+ years of professional experience in project/program managementTranslate business requirements to internal engineering stakeholders/partnersStrong passion for blockchain, the future of Cryptocurrency, and Decentralized FinanceSolid knowledge and experience in Agile & Scrum methodologiesExperience building roadmaps, release plans, and project plans with a thorough understanding of dependency managementProven experience in Atlassian’s suite of products i.e. Jira and ConfluenceA relentless focus on customer success and customer serviceAbility to think clearly, analyze quantitatively, problem-solve, and prioritize tasksAbility to establish credibility and work with key internal partners to complete projectsProven experience in successful technical project managementStrong written and verbal communication skillsOur PrinciplesAt Chainlink Labs, we’re committed to the key operating principles of ownership, focus, and open dialogue. We practice complete ownership, where everyone goes the extra mile to own outcomes into success. We understand that unflinching focus is a superpower and is how we channel our activity into technological achievements for the benefit of our entire ecosystem. We embrace open dialogue and critical feedback to arrive at an accurate and truthful picture of reality that promotes both personal and organizational growth.About Chainlink LabsChainlink is the industry standard oracle network for connecting smart contracts to the real world. With Chainlink, developers can build hybrid smart contracts that combine on-chain code with an extensive collection of secure off-chain services powered by Decentralized Oracle Networks. Managed by a global, decentralized community of hundreds of thousands of people, Chainlink is introducing a fairer model for contracts. Its network currently secures billions of dollars in value for smart contracts across the decentralized finance (DeFi), insurance, and gaming ecosystems, among others. The full vision of the Chainlink Network can be found in the Chainlink 2.0 whitepaper. Chainlink is trusted by hundreds of organizations—from global enterprises to projects at the forefront of the blockchain economy—to deliver definitive truth via secure, reliable data.  This role is location agnostic anywhere in the world, but we ask that you overlap some working hours with Eastern Standard Time (EST).We are a fully distributed team and have the tools and benefits to support you in your remote work environment.Chainlink Labs is an Equal Opportunity Employer.#LI-RemoteApply for this jobChainlink Labs Home PageJobs powered by ",Remote,,,,,,,,,,,,
QA Engineer Web3 (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/5430F59842,Getro,Unassigned,Aldrin - QA Engineer Web3 (Remote),2023-01-07T07:51:23.000Z,2022-10-21T18:30:26.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Back-End Dev', 'Other']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",,,,,,,,,,,,,
Don't See A Perfect Fit?,"Scalable infrastructure for Solana & Web3
",https://jobs.ashbyhq.com/syndica/3bb5b2f3-bf8b-4774-8add-491e7106798f,Getro,,Syndica - Don't See A Perfect Fit?,2023-01-20T22:30:22.000Z,2023-01-20T22:30:22.000Z,Yes,Syndica,https://v5.airtableusercontent.com/v1/15/15/1676152800000/FRSkjl74Kw01ZmJcYGqowg/BysXyDivMPmPyV_VCYLmLL0NvUSL_8YFzJ_7TzmXKGZERB98Fg6yhUxx0JcfPo-SjGdG81xKtrVl70O_sVwjrBm3q-7PEsy9pTE7GxLFpF8/xNw8cNP_6L-F2EZpvOhiFIUXa4fLR28yfGIWL0IPtlY,Infrastructure,Scalable infrastructure for Solana & Web3,https://syndica.io/,['Other'],Jobs,Jobs,False,False,"






Don't See A Perfect Fit? @ Syndica









 








      You need to enable JavaScript to run this app.
    






 
 
",,,,,,,,,,,,,
Senior DevOps Engineer (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/6DF7A7227E,Getro,,Aldrin - Senior DevOps Engineer (Remote),2023-01-30T15:30:27.000Z,2023-01-30T15:30:27.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","Rome, Italy",,,,,,,,,,,,
Social Media & Marketing Strategist,"Audius is a fully decentralized music platform. Own the masters & the platform. 
",https://angel.co/company/audiusproject/jobs/2505815-social-media-marketing-strategist,Getro,Unassigned,Audius - Social Media & Marketing Strategist,2023-01-07T07:51:23.000Z,2022-12-08T11:30:21.000Z,Yes,Audius,https://v5.airtableusercontent.com/v1/15/15/1676152800000/SewnFNJuka0qcAUSRc9SoQ/srKra4rAFUIgw-YcGXCBwVnVvy3_wrbkNW2Adl5Ket_Dc_eDgtLFQNwi1zhNhDf8-sFe6QeS-MvroFmvrW7FCg3tOlIEH22B6yZMJ7Lo_r0/3Vjf7NdBGnQo89d0lHBAWUAfWtexRFBSeCllnL_UjlA,Consumer dApps,Audius is a fully decentralized music platform. Own the masters & the platform. ,https://audius.co/,['Growth'],Jobs,Jobs,False,False,"angel.coPlease enable JS and disable any ad blocker
","San Francisco, CA, USA",,,,,,,,,,,,
Head of Product Web3,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/103CF0DFCB,Getro,Unassigned,Aldrin - Head of Product Web3,2023-01-07T07:51:23.000Z,2022-11-28T15:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Growth'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",United States,,,,,,,,,,,,
Lead Back-End Developer Node.js Web3 (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/FFE99535F8,Getro,Unassigned,Aldrin - Lead Back-End Developer Node.js Web3 (Remote),2023-01-07T07:51:23.000Z,2022-10-21T18:30:26.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",United Kingdom,,,,,,,,,,,,
Senior Content Strategist,"Digital real estate protocol built on Solana
",https://boards.greenhouse.io/parcl/jobs/4196330005,Getro,,Parcl - Senior Content Strategist,2023-02-02T11:30:26.000Z,2023-02-02T11:30:26.000Z,Yes,Parcl,https://v5.airtableusercontent.com/v1/15/15/1676152800000/A7Yu8iHFq0Fm_MCCa_hZGQ/6n15TQZLEzvzDgRG8uCNYSK0vE8R5fWgBKyglQG5XbJvQbTIexlxO1d_YYJbJ4RqcrKIpD67CQT5ypcX9qKsvQN9mXglAqdhoDGsRmcBDcA/di8oMiyO_JGM6XhQDjdpt5s8hwn-uGxi3jdndUQdyT0,Consumer dApps,Digital real estate protocol built on Solana,https://www.parcl.co/,['Content'],Jobs,Jobs,False,False,"




Job Application for Senior Content Strategist at Parcl




















      Apply Now
    
Senior Content Strategist

    at Parcl
  
(View all jobs)

      New York, New York, United States, Remote 
    


About Parcl: We’re on a mission to bring real estate to everyone. 
How does Parcl work?
Parcl is a synthetic asset protocol that is on a mission to deliver real estate to everyone. The Parcl Price Feed tracks the price per square foot of neighborhoods across the U.S. and around the world. This data feeds into a smart contract, allowing users to invest in the underlying price movement of each real estate market. This lets investors gain exposure to the most sought-after neighborhoods with no minimum investment, immediate liquidity, and low transaction fees. 
With Parcl you can build your dream real estate portfolio and trade your favorite neighborhoods just like you would Bitcoin, Ethereum or other crypto assets. 
What You’ll Do:

Understand the various customer journeys and plan content types of topics around an integrated buyer's journey and various personas.
Develop, own and manage the Parcl editorial calendar, ensuring content deadlines are hit and content is distributed effectively and tracked appropriately.
Natural storyteller comfortable with engaging new audiences and cultures. Can tailor messaging to an audience, from non-technical buyers to C-suite/decision-maker.
Have experience producing content at all stages for a fast-growing technology company. From ideation and research to writing, editing, and publishing.
Build out the Parcl resource center on Parcl.co Work with creative and web to build out a highly-engaging and high-ranking resource section of our website.
Own the Parcl blog, and Help Center and ensure a consistent posting schedule, seo-optimized posts, and referral traffic to the main site.
Write content for emails to users and weekly newsletter. Use A/B testing to test copy experiments to increase Open Rate and CTR.
Brainstorm and ideate creative content ideas that will delight and engage our audience. Think outside of the box when it comes to content using video and other formats to deliver a message.
Wrangle thought leaders and company experts to ensure content is credible, engaging and useful.
Work closely with the Engineering and Product team to plan, leverage and promote technical content designed for our core technical audience.
Support the content needs of product and marketing, collaborating on requirements for gated landing pages, product marketing and various other team needs.
Collaborate with the Product team to deliver high-converting product copy.
Use basic SEO principles to define keywords, topics, content and web pages needed to grow our organic traffic.
Conduct SEO research and analysis to plan and strategize around targeted keywords. Share these findings with the Social Media team to align on target keywords.
Own the webinar content and program and ensure a webinar cadence focused on educating the market, enabling sales and generating new leads.

Skills & Attributes You’ll Need:

Have 4+ years experience in content marketing or a relevant marketing role such as social media, SEO or campaign management.
Have experience writing, editing and managing content. We expect a high-level of quality in the editing of content and the management of the editorial calendar.
Are a creative visionary when it comes to marketing programs. You have a lot of ideas and the enthusiasm and dedication to execute them.
Have experience using a modern CMS, we use Webflow
Strong understanding of investing terminology, both TradFi and DeFi
Passionate about the Real Estate market. Able to communicate confidently about topics related to the housing market such as current trends and market forecasts.

Parcl’s Culture & Purpose:
We are working on a massive opportunity. To achieve our mission, we must establish a culture of constant growth that maximizes the potential of each team member, generating the collective momentum necessary to rise to this timely occasion. Some things to know about us:
Our Values:
Be Gritty: Grit is our intense focus,  driving persistence in our craft. We’re always striving for excellence.  We’re pleased, but never satisfied. Developing ourselves is core to who we are. End to end, we own accountability, to our community, to each other and to ourselves. We don’t let setbacks define us, instead we welcome challenges in order to grow and unleash our potential.
Unleash Courage: We embrace the unknown by trusting that everything we have done has prepared us for what we have ahead. We put our focus and energy into our ability to listen, trust and be courageous in the moment. Our strength comes from our vulnerability and assuming positive intent. We never shy away from uncomfortability. Sometimes we’ll need to rumble, but we know our greatest asset is our ability to tackle each problem with the confidence that we were designed to solve it together. 
We’re Voyagers: Curiosity is in our DNA. We’re energized by outlandish ideas. While we don’t always know what’s ahead of us, we are agile and open to the unknown. We’re not just expanding an industry, we are erasing the physical limits set on it. We set trends and redefine rules. We use data and decentralization to unify and unveil. We care about shaping the world and beyond. . . 
Embrace Gratitude: We lead with empathy. We don’t take the simple things for granted.  We’re a group of people with a compelling and unique opportunity. Our energy and time are our greatest currency, let's enjoy the ride. Be here, right now. LFG. 
Read more about our Team & Parcl here, also follow us on Twitter to join the conversation! 
At Parcl, we believe in driving equity in real-estate and beyond. As an Affirmative Action and Equal Opportunity Employer, we take diversity and inclusion very seriously and are committed to building a team that represents a variety of backgrounds, perspectives, and skills. This means that all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, gender perception or identity, national origin, disability, veteran status, or any other legally protected basis. We will also ensure that qualified applicants with protected disabilities are provided reasonable accommodations. If you have a specific need that requires accommodation, please send an email to support@parcl.co. At Parcl, we stay true to our mission by ensuring that our team can be anyone’s team and the more inclusive we are, the better our work will be.








Apply for this Job

* Required
            



First Name *



Last Name *



Email *



Phone












        Resume/CV
      



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















LinkedIn Profile
    





Website *






Are you authorized to work in the US? *







Do you have 4+ years of experience in Content Marketing? *













 




Powered by 

 
      Read our Privacy Policy




 











",Remote,,,,,,,,,,,,
Head of Product Web3 Gaming,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/3D3AC9A309,Getro,,Aldrin - Head of Product Web3 Gaming,2023-02-08T18:30:33.000Z,2023-02-08T18:30:33.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Growth'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",United Kingdom,,,,,,,,,,,,
DeFi Research Analyst Web3 (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/FC37C0D648,Getro,Unassigned,Aldrin - DeFi Research Analyst Web3 (Remote),2023-01-07T07:51:23.000Z,2022-10-21T18:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Back-End Dev'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",,,,,,,,,,,,,
